0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15,0.16161616161616163,0.02040816326530612,0.19387755102040816,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.20202020202020202,0.030612244897959183,0.24489795918367346,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0707070707070707,0.0,0.29591836734693877,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.25252525252525254,0.05102040816326531,0.3469387755102041,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.5050505050505051,0.12244897959183673,0.5,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.42,0.30303030303030304,0.1326530612244898,0.7040816326530612,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.35,0.12121212121212122,0.0,0.16326530612244897,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.10101010101010101,0.15306122448979592,0.21428571428571427,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.12,0.21212121212121213,0.16326530612244897,0.5,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.7,0.8080808080808081,0.25510204081632654,0.7040816326530612,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.5,0.8888888888888888,0.30612244897959184,0.8061224489795918,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.5,0.09090909090909091,0.0,0.0,0.19,0.06060606060606061,0.19387755102040816,0.11224489795918367,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.010101010101010102,0.0,0.10204081632653061,1.0,1.0,1.0,0.5
0.0,0.07692307692307693,0.07692307692307693,0.5,0.6,0.0,0.09090909090909091,0.0,0.0,0.2,0.1414141414141414,0.12244897959183673,0.1836734693877551,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.5,0.6,0.0,0.09090909090909091,0.0,1.0,0.62,0.7070707070707071,0.4489795918367347,0.6020408163265306,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.3,0.40404040404040403,0.22448979591836735,0.6632653061224489,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.36,0.30303030303030304,0.20408163265306123,0.8061224489795918,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.55,0.13131313131313133,0.35714285714285715,0.9081632653061225,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.69,0.15151515151515152,0.3673469387755102,0.9693877551020408,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.7,0.5050505050505051,0.40816326530612246,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6,0.6060606060606061,0.336734693877551,0.9081632653061225,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.1,0.12121212121212122,0.04081632653061224,0.8061224489795918,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.15,0.21212121212121213,0.02040816326530612,0.9081632653061225,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.02,0.0,0.02040816326530612,0.5,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.020202020202020204,0.030612244897959183,0.7040816326530612,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.08,0.0707070707070707,0.30612244897959184,0.3979591836734694,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.19,0.1919191919191919,0.25510204081632654,0.3979591836734694,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5,0.6,0.0,0.36363636363636365,0.0,0.0,0.25,0.15151515151515152,0.12244897959183673,0.32653061224489793,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.6,0.0,0.2727272727272727,0.0,0.0,0.75,0.8585858585858586,0.5306122448979592,0.42857142857142855,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,0.6,0.0,0.36363636363636365,0.0,0.0,0.3,0.9090909090909091,0.336734693877551,0.3469387755102041,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.5,0.6,0.0,0.36363636363636365,0.0,0.0,0.35,0.8080808080808081,0.5102040816326531,0.7040816326530612,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.04,0.050505050505050504,0.40816326530612246,0.15306122448979592,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.02,0.1919191919191919,0.10204081632653061,0.5,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.0,0.3,0.0,0.18181818181818182,0.0,0.0,0.08,0.2222222222222222,0.09183673469387756,0.3979591836734694,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.5,0.2727272727272727,0.0,0.0,0.12,0.1111111111111111,0.08163265306122448,0.3979591836734694,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.18181818181818182,0.0,0.0,0.1,0.12121212121212122,0.17346938775510204,0.29591836734693877,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.5,0.2727272727272727,0.0,1.0,0.08,0.06060606060606061,0.04081632653061224,0.21428571428571427,0.0,0.0,1.0,0.5
1.0,0.15384615384615385,0.15384615384615385,0.5,0.5,0.0,0.0,0.0,0.0,0.45,0.5454545454545454,0.2653061224489796,0.9081632653061225,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,1.0,1.0,1.0,0.5
1.0,0.23076923076923078,0.23076923076923078,0.5,0.5,0.5,0.2727272727272727,0.0,0.0,0.5,0.9090909090909091,0.37755102040816324,0.7040816326530612,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.14,0.13131313131313133,0.030612244897959183,0.7040816326530612,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.19,0.20202020202020202,0.16326530612244897,0.5,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.1,0.12121212121212122,0.07142857142857142,0.32653061224489793,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.3,0.35353535353535354,0.2857142857142857,0.9081632653061225,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.33,0.3333333333333333,0.30612244897959184,0.9081632653061225,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.45454545454545453,0.0,0.0,0.2,0.12121212121212122,0.15306122448979592,0.7040816326530612,1.0,0.0,1.0,0.5
0.0,0.0,0.0,0.0,0.3,0.0,0.18181818181818182,0.0,0.0,0.07,0.10101010101010101,0.01020408163265306,0.29591836734693877,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,1.0,0.7,0.04040404040404041,0.3979591836734694,0.9081632653061225,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,1.0,0.13,0.8080808080808081,0.40816326530612246,0.8877551020408163,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.29,0.3939393939393939,0.5102040816326531,0.7755102040816326,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.2,0.1414141414141414,0.12244897959183673,0.7040816326530612,1.0,1.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.39,0.15151515151515152,0.16326530612244897,0.5,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.55,0.9090909090909091,0.16326530612244897,0.3979591836734694,1.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.9,0.0,0.2727272727272727,0.0,1.0,0.49,0.7070707070707071,0.19387755102040816,0.7551020408163265,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,1.0,0.12,0.5050505050505051,0.08163265306122448,0.29591836734693877,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.16,0.1414141414141414,0.061224489795918366,0.19387755102040816,0.0,0.0,1.0,0.5
0.0,0.3076923076923077,0.3076923076923077,0.5,0.6,0.5,0.09090909090909091,0.0,0.0,0.19,0.050505050505050504,0.04081632653061224,0.0,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.05,0.020202020202020204,0.061224489795918366,0.04081632653061224,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.28,0.6060606060606061,0.19387755102040816,0.5,0.0,0.0,0.0,0.0
1.0,0.3076923076923077,0.3076923076923077,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.27,0.2222222222222222,0.22448979591836735,0.3979591836734694,1.0,0.0,0.0,0.0
1.0,0.38461538461538464,0.38461538461538464,0.0,0.3,0.0,0.18181818181818182,0.0,1.0,0.21,0.10101010101010101,0.2857142857142857,0.19387755102040816,1.0,0.0,1.0,0.5
0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.5,0.7070707070707071,0.32653061224489793,0.3979591836734694,0.0,0.0,0.0,0.0
0.0,0.46153846153846156,0.46153846153846156,1.0,0.8,0.0,0.0,0.0,1.0,0.8,0.9090909090909091,0.7142857142857143,0.8061224489795918,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.17,0.13131313131313133,0.16326530612244897,0.11224489795918367,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.07142857142857142,0.01020408163265306,1.0,1.0,1.0,0.5
0.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.13,0.050505050505050504,0.1836734693877551,0.1836734693877551,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.25,0.10101010101010101,0.19387755102040816,0.29591836734693877,1.0,1.0,1.0,0.0
1.0,0.3076923076923077,0.3076923076923077,1.0,1.0,0.0,0.18181818181818182,0.0,1.0,0.65,0.7575757575757576,0.23469387755102042,0.8061224489795918,0.0,0.0,0.0,1.0
1.0,0.3076923076923077,0.3076923076923077,1.0,1.0,0.0,0.0,0.0,1.0,0.7,0.696969696969697,0.35714285714285715,0.29591836734693877,0.0,0.0,0.0,1.0
0.0,0.38461538461538464,0.38461538461538464,0.5,0.5,0.0,0.0,0.0,0.0,0.39,0.40404040404040403,0.11224489795918367,0.32653061224489793,1.0,1.0,0.0,0.0
0.0,0.38461538461538464,0.38461538461538464,0.5,0.5,0.0,0.0,0.0,0.0,0.22,0.30303030303030304,0.10204081632653061,0.11224489795918367,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.29,0.2222222222222222,0.09183673469387756,0.19387755102040816,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.11,0.020202020202020204,0.02040816326530612,0.07142857142857142,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.5,0.5,0.0,0.18181818181818182,0.0,0.0,0.19,0.30303030303030304,0.2653061224489796,0.1836734693877551,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.12,0.0,0.061224489795918366,0.12244897959183673,1.0,1.0,0.0,0.5
0.0,0.38461538461538464,0.38461538461538464,0.5,0.5,0.0,0.45454545454545453,0.0,1.0,0.5,0.9090909090909091,0.29591836734693877,0.6020408163265306,0.0,0.0,0.0,0.0
0.0,0.5384615384615384,0.5384615384615384,1.0,0.7,0.0,0.0,0.0,1.0,0.15,0.7070707070707071,0.37755102040816324,0.4387755102040816,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.2,0.8080808080808081,0.336734693877551,0.32653061224489793,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.9,0.0,0.45454545454545453,0.0,0.0,0.13,0.030303030303030304,0.11224489795918367,0.08163265306122448,1.0,1.0,1.0,0.5
1.0,0.07692307692307693,0.07692307692307693,0.5,0.5,0.5,0.09090909090909091,0.0,1.0,0.8,0.9090909090909091,0.5,0.5510204081632653,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.5,0.5,0.0,0.09090909090909091,0.0,0.0,0.08,0.15151515151515152,0.10204081632653061,0.3979591836734694,0.0,1.0,0.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25252525252525254,0.01020408163265306,0.7040816326530612,1.0,1.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.07,0.050505050505050504,0.02040816326530612,0.8061224489795918,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.07,0.04040404040404041,0.10204081632653061,0.5,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.7070707070707071,0.5102040816326531,0.09183673469387756,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.0,0.01020408163265306,0.11224489795918367,1.0,1.0,1.0,0.5
0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.5,0.0,0.0,0.0,0.7,0.12121212121212122,0.40816326530612246,0.5,0.0,0.0,0.0,1.0
